loan_purpose,loan_amount,debt_to_income_ratio,property_value,income,occupancy_type,derived_race,derived_sex,applicant_age,loan_to_value_ratio,action_taken
1,525000.0,42,715000.0,132.0,1,Asian,Female,<25,80.0,Loan originated
1,675000.0,20%-<30%,935000.0,305.0,1,Hispanic or Latino,Joint,35-44,73.0,Loan originated
1,635000.0,30%-<36%,1185000.0,212.0,1,Asian,Male,25-34,56.09,Loan originated
1,685000.0,49,865000.0,178.0,1,White,Male,45-54,80.0,Loan originated
1,775000.0,44,1105000.0,202.0,1,Asian,Male,35-44,70.0,Loan originated
1,495000.0,38,725000.0,128.0,1,White,Joint,25-34,67.87,Loan originated
1,235000.0,39,295000.0,79.0,1,Asian,Male,25-34,80.0,Loan originated
1,375000.0,38,475000.0,111.0,1,White,Female,45-54,80.0,Loan originated
1,455000.0,20%-<30%,705000.0,177.0,1,Hispanic or Latino,Joint,55-64,65.0,Loan originated
1,625000.0,30%-<36%,855000.0,260.0,1,Hispanic or Latino,Male,35-44,75.0,Loan originated
1,765000.0,20%-<30%,1025000.0,286.0,1,Asian,Male,35-44,75.0,Loan originated
1,445000.0,46,765000.0,139.0,1,Hispanic or Latino,Female,45-54,80.0,Loan originated
1,265000.0,43,345000.0,120.0,1,Asian,Male,25-34,74.99,Loan originated
1,595000.0,41,995000.0,147.0,1,Asian,Male,<25,60.0,Loan originated
1,665000.0,30%-<36%,835000.0,222.0,1,White,Joint,35-44,80.0,Loan originated
1,565000.0,37,715000.0,156.0,1,White,Male,35-44,80.0,Loan originated
1,1005000.0,20%-<30%,1905000.0,545.0,1,Asian,Joint,35-44,52.63,Loan originated
1,525000.0,38,655000.0,150.0,1,White,Male,35-44,80.0,Loan originated
1,595000.0,41,745000.0,144.0,1,Asian,Female,25-34,80.0,Loan originated
1,525000.0,<20%,1275000.0,299.0,1,Asian,Joint,25-34,41.77,Loan originated
1,375000.0,<20%,755000.0,323.0,1,Asian,Joint,35-44,48.813,Loan originated
1,355000.0,43,495000.0,78.0,1,Hispanic or Latino,Male,35-44,71.313,Loan originated
1,265000.0,47,795000.0,64.0,1,White,Male,25-34,32.911,Loan originated
1,435000.0,37,495000.0,123.0,1,White,Female,25-34,87.959,Loan originated
1,155000.0,20%-<30%,495000.0,147.0,1,White,Joint,45-54,30.134,Loan originated
1,555000.0,47,1065000.0,118.0,1,White,Joint,55-64,51.643,Loan originated
1,625000.0,39,785000.0,181.0,1,White,Male,35-44,80.0,Loan originated
1,455000.0,36,1045000.0,290.0,1,White,Joint,25-34,43.205,Loan originated
1,115000.0,44,125000.0,34.0,1,White,Joint,55-64,95.0,Loan originated
1,845000.0,30%-<36%,1065000.0,273.0,1,White,Joint,45-54,80.0,Loan originated
1,495000.0,49,525000.0,100.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,315000.0,30%-<36%,485000.0,98.0,1,White,Male,25-34,64.583,Loan originated
1,515000.0,43,605000.0,126.0,1,White,Female,25-34,85.0,Loan originated
1,515000.0,20%-<30%,535000.0,198.0,1,White,Male,55-64,97.0,Loan originated
1,235000.0,50%-60%,295000.0,106.0,1,Hispanic or Latino,Female,55-64,80.0,Application denied
1,315000.0,20%-<30%,425000.0,99.0,1,White,Joint,25-34,75.0,Loan originated
1,455000.0,30%-<36%,575000.0,169.0,1,White,Joint,55-64,80.0,Loan originated
1,405000.0,40,1755000.0,223.0,1,White,Joint,35-44,22.857,Application denied
1,525000.0,48,605000.0,113.0,1,Asian,Female,45-54,88.0,Loan originated
1,465000.0,37,485000.0,143.0,1,Asian,Female,35-44,95.0,Loan originated
1,285000.0,46,805000.0,85.0,1,White,Female,35-44,35.356,Loan originated
1,455000.0,49,475000.0,93.0,1,White,Female,25-34,95.0,Loan originated
1,475000.0,38,595000.0,155.0,1,White,Joint,65-74,80.0,Loan originated
1,745000.0,37,1085000.0,218.0,1,Hispanic or Latino,Joint,25-34,69.106,Loan originated
1,545000.0,<20%,685000.0,218.0,1,Asian,Female,>74,80.0,Application denied
1,635000.0,20%-<30%,745000.0,268.0,1,Asian,Male,25-34,85.0,Loan originated
1,405000.0,40,1755000.0,223.0,1,White,Male,35-44,22.857,Loan originated
1,475000.0,47,565000.0,150.0,1,White,Female,65-74,85.0,Loan originated
1,195000.0,37,465000.0,64.0,1,White,Female,65-74,41.153,Loan originated
1,375000.0,43,445000.0,89.0,1,Hispanic or Latino,Joint,25-34,85.0,Loan originated
1,115000.0,42,465000.0,117.0,1,White,Joint,25-34,24.086,Loan originated
1,195000.0,46,205000.0,96.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,335000.0,<20%,555000.0,171.0,1,White,Joint,45-54,60.0,Loan originated
1,675000.0,20%-<30%,775000.0,284.0,1,White,Joint,35-44,87.0,Loan originated
1,305000.0,30%-<36%,335000.0,114.0,1,White,Male,55-64,90.0,Loan originated
1,155000.0,44,195000.0,113.0,1,Hispanic or Latino,Joint,45-54,80.0,Loan originated
1,135000.0,46,445000.0,38.0,1,Asian,Male,65-74,30.043,Loan originated
1,545000.0,30%-<36%,575000.0,233.0,1,White,Joint,45-54,95.0,Loan originated
1,245000.0,49,545000.0,181.0,1,White,Joint,25-34,44.508,Loan originated
1,1115000.0,30%-<36%,1515000.0,405.0,1,Asian,Male,45-54,73.51,Application denied
1,165000.0,<20%,265000.0,90.0,1,Asian,Female,25-34,61.278,Loan originated
1,155000.0,20%-<30%,395000.0,77.0,1,White,Male,25-34,38.776,Loan originated
1,605000.0,44,755000.0,150.0,1,White,Female,45-54,80.0,Loan originated
1,125000.0,30%-<36%,565000.0,63.0,1,White,Female,65-74,21.429,Loan originated
1,155000.0,20%-<30%,455000.0,127.0,1,White,Female,55-64,33.694,Loan originated
1,385000.0,20%-<30%,405000.0,166.0,1,White,Female,35-44,95.0,Loan originated
1,805000.0,39,1005000.0,453.0,1,White,Female,35-44,80.0,Loan originated
1,235000.0,20%-<30%,335000.0,287.0,1,White,Female,65-74,70.0,Loan originated
1,185000.0,20%-<30%,575000.0,119.0,1,White,Joint,55-64,32.522,Loan originated
1,55000.0,30%-<36%,65000.0,62.0,1,Black or African American,Female,45-54,95.0,Loan originated
1,1055000.0,50%-60%,1415000.0,179.0,1,White,Female,35-44,75.0,Application denied
1,425000.0,30%-<36%,525000.0,178.0,1,White,Male,35-44,80.0,Loan originated
1,105000.0,20%-<30%,435000.0,170.0,1,White,Female,65-74,23.002,Loan originated
1,175000.0,38,475000.0,64.0,1,White,Joint,>74,36.17,Loan originated
1,305000.0,41,975000.0,99.0,1,White,Male,25-34,30.9,Loan originated
1,455000.0,49,575000.0,109.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,95000.0,30%-<36%,465000.0,134.0,1,White,Female,55-64,21.268,Loan originated
1,595000.0,44,615000.0,167.0,1,White,Female,55-64,97.0,Loan originated
1,385000.0,37,405000.0,140.0,1,White,Joint,45-54,95.0,Loan originated
1,495000.0,20%-<30%,525000.0,220.0,1,White,Joint,45-54,95.0,Loan originated
1,475000.0,42,595000.0,107.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,525000.0,49,655000.0,130.0,1,White,Joint,25-34,80.0,Loan originated
1,725000.0,30%-<36%,905000.0,391.0,1,White,Joint,35-44,80.0,Loan originated
1,115000.0,44,495000.0,40.0,1,White,Male,25-34,22.111,Loan originated
1,495000.0,41,685000.0,128.0,1,Asian,Joint,35-44,73.0,Loan originated
1,285000.0,41,725000.0,117.0,1,White,Male,35-44,40.0,Loan originated
1,685000.0,30%-<36%,855000.0,211.0,1,White,Male,55-64,82.0,Loan originated
1,385000.0,30%-<36%,885000.0,131.0,1,Asian,Male,25-34,44.0,Loan originated
1,285000.0,39,325000.0,114.0,1,Hispanic or Latino,Male,35-44,90.0,Loan originated
1,765000.0,44,875000.0,300.0,1,White,Joint,25-34,88.0,Loan originated
1,385000.0,30%-<36%,485000.0,147.0,1,White,Joint,35-44,80.0,Loan originated
1,1055000.0,47,2205000.0,248.0,1,Asian,Joint,45-54,48.0,Loan originated
1,465000.0,49,495000.0,127.0,1,Asian,Female,35-44,95.0,Loan originated
1,765000.0,38,1415000.0,421.0,1,Asian,Male,45-54,80.0,Loan originated
1,805000.0,41,1405000.0,280.0,1,Asian,Joint,45-54,58.0,Loan originated
1,765000.0,38,1405000.0,421.0,1,Asian,Male,45-54,80.0,Loan originated
1,595000.0,30%-<36%,895000.0,212.0,1,Hispanic or Latino,Female,45-54,67.0,Loan originated
1,365000.0,30%-<36%,455000.0,358.0,1,White,Female,25-34,80.0,Loan originated
1,255000.0,36,655000.0,188.0,1,Asian,Female,45-54,39.0,Loan originated
1,605000.0,41,655000.0,154.0,1,Hispanic or Latino,Joint,25-34,93.0,Loan originated
1,945000.0,49,1345000.0,256.0,1,White,Female,55-64,71.0,Loan originated
1,415000.0,39,515000.0,110.0,1,Hispanic or Latino,Female,25-34,80.0,Loan originated
1,695000.0,42,875000.0,188.0,1,White,Joint,45-54,80.0,Loan originated
1,625000.0,41,775000.0,260.0,1,White,Male,35-44,80.0,Loan originated
1,865000.0,46,1085000.0,182.0,1,Asian,Male,25-34,80.0,Loan originated
1,405000.0,20%-<30%,605000.0,402.0,1,White,Male,35-44,66.667,Loan originated
1,105000.0,30%-<36%,565000.0,70.0,1,Hispanic or Latino,Joint,55-64,17.857,Loan originated
1,835000.0,20%-<30%,1045000.0,305.0,1,White,Joint,25-34,80.0,Loan originated
1,135000.0,44,705000.0,93.0,1,White,Joint,65-74,19.7,Loan originated
1,445000.0,45,555000.0,152.0,1,Hispanic or Latino,Male,35-44,80.0,Loan originated
1,405000.0,30%-<36%,785000.0,133.0,1,White,Female,45-54,51.282,Loan originated
1,285000.0,30%-<36%,585000.0,108.0,1,Hispanic or Latino,Joint,35-44,48.276,Loan originated
1,715000.0,37,955000.0,191.0,1,White,Female,55-64,75.0,Loan originated
1,855000.0,42,1135000.0,340.0,1,Asian,Joint,25-34,75.0,Loan originated
1,205000.0,44,605000.0,78.0,1,White,Female,65-74,33.333,Loan originated
1,805000.0,44,2605000.0,398.0,1,White,Joint,35-44,30.769,Loan originated
1,345000.0,30%-<36%,355000.0,169.0,1,White,Female,45-54,95.0,Loan originated
1,545000.0,43,685000.0,144.0,1,White,Male,25-34,80.0,Loan originated
1,775000.0,20%-<30%,1575000.0,310.0,1,White,Female,35-44,48.889,Loan originated
1,805000.0,40,1605000.0,321.0,1,White,Female,>74,50.0,Loan originated
1,505000.0,48,555000.0,108.0,1,Hispanic or Latino,Joint,25-34,90.0,Loan originated
1,635000.0,30%-<36%,795000.0,183.0,1,White,Male,45-54,80.0,Loan originated
1,1845000.0,44,2305000.0,696.0,1,White,Joint,25-34,80.0,Loan originated
1,765000.0,30%-<36%,1435000.0,280.0,1,Asian,Joint,25-34,53.368,Loan originated
1,445000.0,36,525000.0,146.0,1,Asian,Female,35-44,85.0,Loan originated
1,855000.0,20%-<30%,1685000.0,333.0,1,White,Female,35-44,50.595,Loan originated
1,955000.0,42,1195000.0,320.0,1,Asian,Joint,35-44,79.916,Loan originated
1,835000.0,30%-<36%,1035000.0,246.0,1,Asian,Female,35-44,80.0,Loan originated
1,795000.0,41,995000.0,252.0,1,Hispanic or Latino,Joint,35-44,80.0,Loan originated
1,605000.0,44,675000.0,158.0,1,Asian,Male,35-44,90.0,Loan originated
1,155000.0,45,355000.0,57.0,1,Asian,Joint,65-74,99.16,Application denied
1,635000.0,38,915000.0,155.0,1,Asian,Joint,45-54,98.06,Loan originated
1,545000.0,43,695000.0,113.0,1,Black or African American,Male,25-34,77.64,Loan originated
1,785000.0,40,1205000.0,209.0,1,White,Joint,35-44,65.0,Loan originated
1,315000.0,44,405000.0,93.0,1,Asian,Joint,65-74,79.25,Loan originated
1,485000.0,43,645000.0,103.0,1,White,Male,55-64,92.97,Loan originated
1,455000.0,30%-<36%,575000.0,142.0,1,Hispanic or Latino,Joint,35-44,92.98,Loan originated
1,395000.0,44,595000.0,81.0,1,Hispanic or Latino,Male,35-44,85.59,Loan originated
1,415000.0,37,525000.0,120.0,1,Asian,Male,35-44,80.0,Loan originated
1,405000.0,50%-60%,695000.0,94.0,1,Asian,Female,35-44,74.64,Application denied
1,585000.0,46,635000.0,130.0,1,Black or African American,Joint,55-64,92.13,Application denied
1,455000.0,40,515000.0,115.0,1,Hispanic or Latino,Male,25-34,89.98,Loan originated
1,365000.0,30%-<36%,385000.0,147.0,1,Black or African American,Male,45-54,97.0,Loan originated
1,675000.0,45,755000.0,144.0,1,White,Male,25-34,90.0,Application denied
1,175000.0,44,345000.0,64.0,1,Hispanic or Latino,Female,45-54,95.63,Loan originated
1,405000.0,41,445000.0,107.0,1,Hispanic or Latino,Female,25-34,89.89,Loan originated
1,665000.0,40,745000.0,145.0,1,Hispanic or Latino,Joint,25-34,89.86,Loan originated
1,285000.0,44,485000.0,70.0,1,Asian,Joint,45-54,90.39,Application denied
1,585000.0,>60%,655000.0,95.0,1,White,Male,25-34,89.92,Application denied
1,485000.0,44,515000.0,113.0,1,Asian,Female,25-34,95.0,Loan originated
1,715000.0,20%-<30%,795000.0,279.0,1,White,Male,25-34,89.81,Loan originated
1,625000.0,44,775000.0,134.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,715000.0,43,745000.0,187.0,1,Asian,Male,25-34,95.0,Loan originated
1,525000.0,20%-<30%,905000.0,189.0,1,Asian,Male,35-44,57.98,Loan originated
1,755000.0,41,945000.0,158.0,1,Asian,Male,45-54,80.0,Loan originated
1,335000.0,44,345000.0,82.0,1,Hispanic or Latino,Female,25-34,97.0,Loan originated
1,405000.0,30%-<36%,795000.0,133.0,1,Asian,Female,35-44,50.63,Loan originated
1,465000.0,30%-<36%,515000.0,152.0,1,Asian,Female,35-44,89.99,Loan originated
1,765000.0,43,855000.0,237.0,1,Asian,Joint,45-54,89.88,Loan originated
1,655000.0,48,675000.0,150.0,1,White,Joint,55-64,97.0,Application denied
1,655000.0,44,835000.0,148.0,1,White,Joint,25-34,78.21,Application denied
1,675000.0,42,705000.0,145.0,1,Hispanic or Latino,Male,45-54,96.43,Loan originated
1,685000.0,36,715000.0,198.0,1,White,Joint,35-44,96.33,Loan originated
1,465000.0,30%-<36%,495000.0,170.0,1,Black or African American,Male,<25,95.0,Loan originated
1,425000.0,20%-<30%,625000.0,144.0,1,Hispanic or Latino,Joint,35-44,68.0,Application denied
1,375000.0,50%-60%,605000.0,90.0,1,Asian,Joint,25-34,88.89,Application denied
1,175000.0,44,465000.0,46.0,1,Hispanic or Latino,Male,45-54,37.63,Loan originated
1,455000.0,49,485000.0,109.0,1,Hispanic or Latino,Female,25-34,94.79,Application denied
1,515000.0,20%-<30%,815000.0,199.0,1,Asian,Male,25-34,62.96,Loan originated
1,165000.0,43,335000.0,60.0,1,Asian,Male,55-64,96.07,Loan originated
1,225000.0,37,385000.0,66.0,1,Asian,Male,45-54,59.74,Loan originated
1,535000.0,41,635000.0,122.0,1,Asian,Male,25-34,84.13,Loan originated
1,475000.0,44,965000.0,118.0,1,White,Joint,45-54,48.96,Loan originated
1,685000.0,44,905000.0,137.0,1,Asian,Male,55-64,75.14,Loan originated
1,765000.0,47,965000.0,178.0,1,White,Joint,25-34,79.42,Application denied
1,445000.0,43,525000.0,113.0,1,White,Male,35-44,85.0,Loan originated
1,735000.0,43,965000.0,273.0,1,White,Joint,25-34,75.51,Loan originated
1,495000.0,42,555000.0,122.0,1,Hispanic or Latino,Female,25-34,89.99,Loan originated
1,695000.0,36,775000.0,191.0,1,Hispanic or Latino,Joint,25-34,89.97,Loan originated
1,905000.0,44,1255000.0,201.0,1,Asian,Female,25-34,71.86,Loan originated
1,255000.0,38,245000.0,80.0,1,Hispanic or Latino,Male,25-34,106.21,Application denied
1,655000.0,41,685000.0,165.0,1,Hispanic or Latino,Joint,35-44,97.0,Loan originated
1,595000.0,42,625000.0,146.0,1,Hispanic or Latino,Joint,25-34,94.92,Loan originated
1,275000.0,50%-60%,535000.0,60.0,1,Black or African American,Male,65-74,100.0,Application denied
1,315000.0,44,425000.0,73.0,1,Hispanic or Latino,Female,35-44,75.95,Loan originated
1,425000.0,30%-<36%,435000.0,156.0,1,Hispanic or Latino,Joint,35-44,96.71,Application denied
1,945000.0,>60%,1055000.0,214.0,1,Asian,Joint,25-34,89.52,Application denied
1,395000.0,45,425000.0,96.0,1,White,Female,25-34,93.38,Application denied
1,665000.0,42,905000.0,148.0,1,White,Joint,25-34,73.33,Loan originated
1,575000.0,30%-<36%,725000.0,165.0,1,White,Joint,35-44,80.0,Loan originated
1,485000.0,45,725000.0,104.0,1,Asian,Male,25-34,66.67,Application denied
1,785000.0,>60%,815000.0,192.0,1,Black or African American,Female,35-44,97.0,Application denied
1,465000.0,41,725000.0,183.0,1,White,Joint,>74,64.14,Loan originated
1,855000.0,30%-<36%,1075000.0,402.0,1,Asian,Male,25-34,80.0,Loan originated
1,455000.0,41,545000.0,105.0,1,Asian,Male,25-34,81.97,Loan originated
1,295000.0,40,595000.0,82.0,1,Asian,Male,35-44,82.86,Loan originated
1,665000.0,43,825000.0,147.0,1,Hispanic or Latino,Female,25-34,80.0,Loan originated
1,875000.0,37,1085000.0,388.0,1,White,Male,25-34,80.0,Loan originated
1,395000.0,37,435000.0,110.0,1,Asian,Female,25-34,89.99,Loan originated
1,275000.0,44,545000.0,70.0,1,Asian,Joint,45-54,96.43,Loan originated
1,275000.0,50%-60%,445000.0,70.0,1,Black or African American,Female,45-54,99.55,Application denied
1,675000.0,30%-<36%,815000.0,276.0,1,Hispanic or Latino,Joint,35-44,83.39,Loan originated
1,675000.0,36,745000.0,323.0,1,Hispanic or Latino,Male,45-54,89.99,Loan originated
1,515000.0,41,545000.0,166.0,1,White,Male,35-44,94.93,Loan originated
1,725000.0,42,915000.0,177.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,585000.0,37,725000.0,149.0,1,Asian,Male,25-34,80.0,Loan originated
1,525000.0,44,605000.0,115.0,1,Asian,Female,45-54,85.95,Loan originated
1,505000.0,43,725000.0,127.0,1,Asian,Joint,25-34,70.0,Application denied
1,585000.0,44,665000.0,121.0,1,Hispanic or Latino,Joint,25-34,86.7,Loan originated
1,765000.0,39,965000.0,212.0,1,White,Male,35-44,80.0,Loan originated
1,225000.0,41,235000.0,104.0,1,Hispanic or Latino,Male,55-64,93.94,Loan originated
1,295000.0,37,315000.0,80.0,1,Hispanic or Latino,Male,25-34,93.65,Loan originated
1,715000.0,20%-<30%,825000.0,257.0,1,Hispanic or Latino,Joint,35-44,86.59,Loan originated
1,455000.0,30%-<36%,475000.0,156.0,1,Hispanic or Latino,Joint,35-44,94.95,Loan originated
1,705000.0,20%-<30%,835000.0,223.0,1,Hispanic or Latino,Male,35-44,85.0,Loan originated
1,235000.0,43,535000.0,62.0,1,Black or African American,Male,65-74,98.12,Application denied
1,695000.0,42,865000.0,228.0,1,Asian,Male,25-34,80.0,Loan originated
1,655000.0,39,815000.0,180.0,1,Black or African American,Joint,25-34,80.0,Loan originated
1,265000.0,44,905000.0,152.0,1,White,Joint,45-54,29.67,Loan originated
1,435000.0,37,585000.0,105.0,1,Hispanic or Latino,Joint,45-54,74.36,Loan originated
1,615000.0,45,635000.0,148.0,1,Black or African American,Joint,45-54,97.0,Application denied
1,535000.0,42,735000.0,135.0,1,Asian,Joint,25-34,72.9,Loan originated
1,405000.0,30%-<36%,435000.0,129.0,1,Hispanic or Latino,Joint,<25,93.55,Loan originated
1,375000.0,50%-60%,505000.0,128.0,1,White,Joint,35-44,75.0,Application denied
1,85000.0,44,335000.0,58.0,1,Asian,Joint,65-74,56.67,Application denied
1,775000.0,44,865000.0,167.0,1,Asian,Joint,55-64,89.9,Loan originated
1,415000.0,41,785000.0,135.0,1,Asian,Joint,35-44,52.73,Loan originated
1,705000.0,38,775000.0,223.0,1,Asian,Joint,35-44,89.95,Loan originated
1,475000.0,44,595000.0,129.0,1,Asian,Female,25-34,80.0,Loan originated
1,685000.0,36,855000.0,184.0,1,Asian,Joint,25-34,79.99,Loan originated
1,495000.0,40,615000.0,122.0,1,Asian,Joint,25-34,79.86,Loan originated
1,565000.0,20%-<30%,665000.0,219.0,1,White,Male,25-34,85.0,Loan originated
1,655000.0,20%-<30%,815000.0,245.0,1,Asian,Joint,35-44,80.0,Loan originated
1,255000.0,30%-<36%,665000.0,124.0,1,Asian,Joint,35-44,38.95,Loan originated
1,565000.0,43,705000.0,142.0,1,Asian,Female,25-34,80.0,Loan originated
1,705000.0,44,785000.0,153.0,1,White,Male,35-44,89.85,Loan originated
1,695000.0,42,715000.0,165.0,1,Black or African American,Male,25-34,97.0,Loan originated
1,705000.0,30%-<36%,905000.0,489.0,1,White,Joint,65-74,77.78,Loan originated
1,605000.0,41,625000.0,157.0,1,White,Joint,55-64,97.0,Loan originated
1,525000.0,43,555000.0,161.0,1,Asian,Female,25-34,95.0,Loan originated
1,735000.0,20%-<30%,925000.0,253.0,1,White,Joint,35-44,80.0,Loan originated
1,605000.0,43,655000.0,130.0,1,Asian,Female,35-44,93.27,Loan originated
1,335000.0,44,445000.0,75.0,1,Hispanic or Latino,Male,25-34,96.88,Loan originated
1,285000.0,38,605000.0,90.0,1,Asian,Male,25-34,46.67,Loan originated
1,155000.0,30%-<36%,285000.0,44.0,1,Hispanic or Latino,Female,45-54,89.29,Loan originated
1,745000.0,42,925000.0,164.0,1,Asian,Joint,45-54,80.0,Loan originated
1,255000.0,44,1005000.0,106.0,1,Asian,Female,55-64,25.38,Application denied
1,435000.0,36,485000.0,126.0,1,Hispanic or Latino,Joint,25-34,89.94,Loan originated
1,415000.0,42,525000.0,103.0,1,White,Male,55-64,78.85,Loan originated
1,435000.0,20%-<30%,685000.0,323.0,1,Hispanic or Latino,Male,<25,63.72,Loan originated
1,345000.0,43,605000.0,80.0,1,Asian,Male,25-34,72.7,Loan originated
1,705000.0,20%-<30%,835000.0,269.0,1,Asian,Joint,35-44,84.9,Loan originated
1,565000.0,44,635000.0,132.0,1,Hispanic or Latino,Joint,25-34,89.05,Loan originated
1,675000.0,43,705000.0,151.0,1,Black or African American,Female,45-54,97.0,Loan originated
1,695000.0,43,735000.0,180.0,1,Hispanic or Latino,Male,25-34,94.97,Loan originated
1,715000.0,30%-<36%,755000.0,204.0,1,Hispanic or Latino,Joint,25-34,94.5,Loan originated
1,695000.0,43,725000.0,150.0,1,Hispanic or Latino,Female,25-34,96.5,Loan originated
1,415000.0,38,515000.0,99.0,1,Hispanic or Latino,Female,25-34,80.0,Loan originated
1,465000.0,20%-<30%,585000.0,209.0,1,White,Male,25-34,80.0,Loan originated
1,435000.0,44,485000.0,102.0,1,Hispanic or Latino,Female,45-54,89.99,Loan originated
1,1005000.0,30%-<36%,1255000.0,257.0,1,White,Female,65-74,80.0,Loan originated
1,715000.0,39,785000.0,207.0,1,Hispanic or Latino,Male,25-34,89.99,Loan originated
1,605000.0,39,755000.0,137.0,1,Hispanic or Latino,Joint,45-54,80.0,Loan originated
1,815000.0,50%-60%,845000.0,199.0,1,Hispanic or Latino,Joint,45-54,97.0,Application denied
1,555000.0,49,625000.0,154.0,1,Asian,Male,35-44,90.0,Application denied
1,415000.0,30%-<36%,715000.0,190.0,1,Asian,Female,35-44,57.75,Loan originated
1,375000.0,44,495000.0,89.0,1,White,Female,55-64,76.12,Loan originated
1,925000.0,43,1155000.0,289.0,1,White,Joint,35-44,80.0,Loan originated
1,905000.0,42,1225000.0,203.0,1,Asian,Male,35-44,73.47,Loan originated
1,275000.0,41,305000.0,70.0,1,Hispanic or Latino,Female,25-34,91.06,Loan originated
1,475000.0,44,755000.0,109.0,1,Asian,Joint,55-64,63.0,Loan originated
1,85000.0,42,225000.0,63.0,1,Hispanic or Latino,Female,55-64,91.33,Application denied
1,485000.0,42,545000.0,165.0,1,White,Female,25-34,88.89,Application denied
1,815000.0,30%-<36%,865000.0,241.0,1,Hispanic or Latino,Joint,45-54,94.97,Loan originated
1,675000.0,50%-60%,765000.0,155.0,1,Asian,Joint,55-64,88.16,Application denied
1,365000.0,47,475000.0,69.0,1,Hispanic or Latino,Joint,55-64,77.87,Application denied
1,645000.0,50%-60%,815000.0,171.0,1,White,Joint,25-34,80.0,Application denied
1,1005000.0,43,1115000.0,269.0,1,Hispanic or Latino,Joint,55-64,89.69,Loan originated
1,525000.0,30%-<36%,925000.0,155.0,1,Asian,Female,25-34,56.76,Loan originated
1,685000.0,20%-<30%,765000.0,336.0,1,Black or African American,Female,25-34,88.89,Application denied
1,765000.0,46,965000.0,172.0,1,White,Male,35-44,79.79,Loan originated
1,275000.0,37,605000.0,84.0,1,Hispanic or Latino,Joint,35-44,88.5,Loan originated
1,595000.0,30%-<36%,665000.0,175.0,1,White,Male,25-34,89.94,Loan originated
1,865000.0,40,1085000.0,191.0,1,Hispanic or Latino,Female,35-44,80.0,Loan originated
1,405000.0,30%-<36%,415000.0,165.0,1,Hispanic or Latino,Male,25-34,97.0,Loan originated
1,655000.0,30%-<36%,765000.0,220.0,1,Asian,Joint,25-34,85.0,Loan originated
1,455000.0,39,585000.0,115.0,1,Asian,Male,25-34,77.89,Loan originated
1,335000.0,47,725000.0,94.0,1,Hispanic or Latino,Joint,35-44,88.63,Application denied
1,905000.0,39,935000.0,226.0,1,Asian,Joint,25-34,97.0,Application denied
1,705000.0,20%-<30%,825000.0,243.0,1,Asian,Joint,35-44,85.0,Loan originated
1,495000.0,43,565000.0,106.0,1,Black or African American,Female,55-64,87.68,Loan originated
1,565000.0,43,585000.0,150.0,1,Black or African American,Female,25-34,96.99,Loan originated
1,205000.0,41,345000.0,55.0,1,Asian,Male,35-44,97.0,Loan originated
1,175000.0,42,305000.0,44.0,1,Hispanic or Latino,Female,25-34,90.5,Loan originated
1,675000.0,30%-<36%,845000.0,194.0,1,Asian,Male,25-34,80.0,Loan originated
1,545000.0,38,675000.0,148.0,1,White,Female,45-54,80.0,Loan originated
1,805000.0,44,1065000.0,358.0,1,Hispanic or Latino,Joint,25-34,75.12,Loan originated
1,775000.0,30%-<36%,805000.0,267.0,1,Asian,Male,35-44,97.0,Loan originated
1,345000.0,36,355000.0,96.0,1,Hispanic or Latino,Male,35-44,97.0,Loan originated
1,645000.0,42,805000.0,173.0,1,White,Male,35-44,80.0,Loan originated
1,635000.0,43,655000.0,177.0,1,Hispanic or Latino,Joint,25-34,96.34,Loan originated
1,595000.0,40,625000.0,179.0,1,White,Joint,35-44,94.94,Loan originated
1,475000.0,38,675000.0,126.0,1,Asian,Female,25-34,70.15,Loan originated
1,215000.0,44,235000.0,76.0,1,Hispanic or Latino,Female,25-34,87.87,Loan originated
1,915000.0,30%-<36%,1145000.0,320.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,495000.0,41,505000.0,124.0,1,Black or African American,Female,45-54,97.0,Loan originated
1,985000.0,36,1175000.0,281.0,1,White,Joint,25-34,84.0,Loan originated
1,615000.0,42,705000.0,161.0,1,Hispanic or Latino,Joint,25-34,87.86,Loan originated
1,475000.0,44,725000.0,104.0,1,Asian,Male,25-34,65.97,Loan originated
1,355000.0,40,365000.0,97.0,1,Hispanic or Latino,Male,35-44,97.0,Loan originated
1,755000.0,41,835000.0,192.0,1,Asian,Male,35-44,89.94,Loan originated
1,745000.0,42,835000.0,193.0,1,Asian,Female,35-44,88.62,Loan originated
1,455000.0,44,485000.0,141.0,1,Hispanic or Latino,Female,35-44,95.0,Loan originated
1,505000.0,39,535000.0,144.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,685000.0,41,865000.0,170.0,1,White,Male,35-44,80.0,Loan originated
1,285000.0,42,355000.0,66.0,1,Hispanic or Latino,Female,35-44,80.0,Loan originated
